SHOT_XG_AT_PHASE_SECOND_BALL,name,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS_AT_PHASE_SECOND_BALL,BALL_WIN_REMOVED_OPPONENTS_FROM_OPPONENT_PACKING_ZONE_FBR,current_team,DEF_PXT_PASS,REVERSE_PLAY_ADDED_OPPONENTS_FROM_PITCH_POSITION_MIDDLE_THIRD,BALL_WIN_REMOVED_OPPONENTS_IN_PITCH_POSITION_FINAL_THIRD,BYPASSED_DEFENDERS_RECEIVING_FROM_LANE_CENTER,BALL_LOSS_ADDED_OPPONENTS_DEFENDERS_FROM_PITCH_POSITION_MIDDLE_THIRD,BYPASSED_OPPONENTS_FROM_PITCH_POSITION_OPPONENT_BOX,BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_HIGH_CROSS,SHOT_XG_AT_PHASE_IN_POSSESSION,step,BYPASSED_DEFENDERS_RECEIVING_TO_PITCH_POSITION_MIDDLE_THIRD,POSTSHOT_XG,REVERSE_PLAY_ADDED_OPPONENTS_DEFENDERS_FROM_PITCH_POSITION_OPPONENT_BOX,REVERSE_PLAY_NUMBER_FROM_PITCH_POSITION_FINAL_THIRD,REVERSE_PLAY_ADDED_OPPONENTS_DEFENDERS_AT_PHASE_SET_PIECE,current_season,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS,current_median,origin_team,BALL_WIN_REMOVED_OPPONENTS_IN_LANE_RIGHT_WING,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS_IN_LANE_CENTER,BYPASSED_DEFENDERS_RECEIVING_BY_ACTION_HOLD_UP_PLAY,direction,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS_FROM_PITCH_POSITION_OWN_BOX,BALL_LOSS_ADDED_OPPONENTS_DEFENDERS_FROM_PITCH_POSITION_FINAL_THIRD,BYPASSED_DEFENDERS_RECEIVING_BY_ACTION_HEADER,BALL_WIN_REMOVED_OPPONENTS_IN_PITCH_POSITION_OPPONENT_BOX,BYPASSED_OPPONENTS_RECEIVING_TO_LANE_LEFT_WING,WON_GROUND_DUELS_AT_PHASE_OUT_OF_POSSESSION,BYPASSED_DEFENDERS_RECEIVING_FROM_PACKING_ZONE_CB,PRE_ASSISTS,BYPASSED_OPPONENTS_RECEIVING_FROM_PACKING_ZONE_CM,status,BYPASSED_OPPONENTS_RECEIVING_BY_ACTION_AVAILABILITY_IN_THE_BOX,BALL_LOSS_REMOVED_TEAMMATES_BY_ACTION_THROW_IN,BYPASSED_DEFENDERS_RECEIVING_AT_PHASE_SET_PIECE,UNSUCCESSFUL_PASSES_FROM_PITCH_POSITION_OPPONENT_BOX,origin_comp,SHOT_XG_BY_ACTION_CLOSE_RANGE_SHOT,BALL_LOSS_ADDED_OPPONENTS_DEFENDERS_FROM_PITCH_POSITION_OPPONENT_BOX,BYPASSED_DEFENDERS_RECEIVING_TO_PITCH_POSITION_OPPONENT_BOX,BYPASSED_DEFENDERS_RECEIVING_FROM_PITCH_POSITION_OPPONENT_BOX,SHOT_AT_GOAL_NUMBER_CAUGHT,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_TO_OPPONENT_PACKING_ZONE_WL,BYPASSED_OPPONENTS_RECEIVING_BY_ACTION_HOLD_UP_PLAY,BALL_LOSS_ADDED_OPPONENTS_AT_PHASE_SECOND_BALL,BYPASSED_DEFENDERS_RECEIVING_AT_PHASE_IN_POSSESSION,SHOT_XG_BY_ACTION_FREE_KICK,BYPASSED_OPPONENTS_RECEIVING_FROM_PITCH_POSITION_FINAL_THIRD,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_PITCH_POSITION_OPPONENT_BOX,UNSUCCESSFUL_PASSES_FROM_PITCH_POSITION_FINAL_THIRD,BYPASSED_DEFENDERS_RECEIVING_FROM_PITCH_POSITION_FIRST_THIRD,BYPASSED_DEFENDERS_RECEIVING_AT_PHASE_SECOND_BALL,birthdate,BYPASSED_DEFENDERS_BY_ACTION_THROW_IN,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS_BY_ACTION_HEADER,BYPASSED_OPPONENTS_RECEIVING_TO_PITCH_POSITION_MIDDLE_THIRD,BYPASSED_DEFENDERS_FROM_PITCH_POSITION_FINAL_THIRD,BYPASSED_DEFENDERS_BY_ACTION_SHORT_AERIAL_PASS,age,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_BY_ACTION_HEADER,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS_BY_ACTION_CATCH,UNSUCCESSFUL_PASSES_BY_ACTION_HIGH_CROSS,BYPASSED_DEFENDERS_RECEIVING_FROM_LANE_RIGHT_HALF_SPACE,origin_median,LOST_GROUND_DUELS_IN_PACKING_ZONE_CM,BALL_LOSS_ADDED_OPPONENTS_DEFENDERS_AT_PHASE_SET_PIECE,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_FBR,BYPASSED_OPPONENTS_RECEIVING_NUMBER_TO_LANE_LEFT_HALF_SPACE,BYPASSED_DEFENDERS_RECEIVING_FROM_PITCH_POSITION_FINAL_THIRD,BALL_LOSS_ADDED_OPPONENTS_DEFENDERS_BY_ACTION_HEADER,BYPASSED_DEFENDERS_BY_ACTION_HEADER,PXT_SHOT_AT_PXT_PHASE_ATTACK,NEUTRAL_PASSES_BY_ACTION_THROW_IN,OFFENSIVE_TOUCHES_IN_PITCH_POSITION_OPPONENT_BOX,BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_LOOSE_BALL_REGAIN,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_FROM_OPPONENT_PACKING_ZONE_CB,BALL_WIN_REMOVED_OPPONENTS_BY_ACTION_DUEL,WON_GROUND_DUELS_IN_PITCH_POSITION_FINAL_THIRD,BYPASSED_OPPONENTS_RECEIVING_BY_ACTION_LOOSE_BALL_REGAIN,BALL_LOSS_ADDED_OPPONENTS_FROM_PITCH_POSITION_FINAL_THIRD,current_comp,BYPASSED_OPPONENTS_RECEIVING_FROM_PACKING_ZONE_FBL,BYPASSED_DEFENDERS_FROM_PITCH_POSITION_OPPONENT_BOX,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_FROM_PITCH_POSITION_FINAL_THIRD,BYPASSED_DEFENDERS_RECEIVING_TO_LANE_CENTER,BALL_LOSS_REMOVED_TEAMMATES_FROM_PITCH_POSITION_OPPONENT_BOX,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS_AT_PHASE_SET_PIECE,REVERSE_PLAY_ADDED_OPPONENTS_DEFENDERS,playerId,BYPASSED_OPPONENTS_FROM_PITCH_POSITION_FINAL_THIRD,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_TO_PITCH_POSITION_OPPONENT_BOX,BALL_WIN_ADDED_TEAMMATES_IN_PITCH_POSITION_FINAL_THIRD,origin_matches,OPP_PXT_SHOT,BALL_WIN_REMOVED_OPPONENTS_IN_PITCH_POSITION_MIDDLE_THIRD,PXT_DRIBBLE_FAIL,BYPASSED_DEFENDERS_RECEIVING,SHOT_AT_GOAL_NUMBER_ON_TARGET,BALL_WIN_ADDED_TEAMMATES_IN_PITCH_POSITION_OPPONENT_BOX,BALL_WIN_REMOVED_OPPONENTS_DEFENDERS_FROM_PITCH_POSITION_FIRST_THIRD,BALL_WIN_ADDED_TEAMMATES_DEFENDERS_IN_PITCH_POSITION_FINAL_THIRD,current_matches,SHOT_XG_IN_PITCH_POSITION_FINAL_THIRD,SHOT_XG_BY_ACTION_MID_RANGE_SHOT,BYPASSED_OPPONENTS_BY_ACTION_THROW_IN,BALL_LOSS_ADDED_OPPONENTS_DEFENDERS_FROM_PITCH_POSITION_FIRST_THIRD,SHOT_XG_IN_LANE_RIGHT_HALF_SPACE,BYPASSED_OPPONENTS_RECEIVING_AT_PHASE_IN_POSSESSION,BYPASSED_OPPONENTS_RECEIVING_NUMBER_BY_ACTION_HEADER,BALL_LOSS_ADDED_OPPONENTS_BY_ACTION_SHORT_AERIAL_PASS,BALL_LOSS_REMOVED_TEAMMATES_DEFENDERS_FROM_PITCH_POSITION_OPPONENT_BOX,BYPASSED_DEFENDERS_RECEIVING_FROM_LANE_RIGHT_WING,origin_season
,Aleksandar Jovanovic,,,,,,,,,,,,0.0,,,,,,,,,FK Partizan Belgrad,,,,NONE,,,,,,,,,,STAYED,,,,,super_liga_srbije,,,,,,,,,,,,,,,,1992-12-06,,,,,,33.0,,,,,0.34917809,,,,,,,0.3,,,,,,,,,,,,,,,,,,5065,,,,70,,,,,,,,,,,,,,,,,,,,2024-2025
,Aleksandar Jovanovic,,,,,,,,,,,,0.0,,,,,,,,,FK Partizan Belgrad,,,,NONE,,,,,,,,,,STAYED,,,,,super_liga_srbije,,,,,,,,,,,,,,,,1992-12-06,,,,,,33.0,,,,,0.34917809,,,,,,,,,,,,,,,,,,3.0,,,,,,,5065,,,,70,,,,,,,,,,,,,,,3.0,,,,,2024-2025
,Aleksandar Jovanovic,,,,,,,,,,,,0.0,,,,,,,,,FK Partizan Belgrad,,,,NONE,,,,,,,,,,STAYED,,,,,super_liga_srbije,,,,,,,,,,,,,,,,1992-12-06,,,,,,33.0,,,,,0.34917809,,,,,,,,,,,,,,,,,,,,,,,,,5065,,,,70,,,,,,,,,,,,,,,1.0,,,,,2024-2025
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,0.7,,,,,,,,,,,,,,,,,,5358,,,,112,,,-9e-06,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,1.2,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,0.6,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,2.0,,,,,2020-2021
,Remko Pasveer,,2.0,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,-0.000444,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,1.0,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,1.0,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,0.4,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,0.4,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,0.4,1.0,,0.4,,,,,,,,,5358,,,4.4,112,,,,,,,,,,,,,,,,,0.4,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,1.0,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,0.5,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,1.0,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Remko Pasveer,,,,,,,,,,,,0.0,,,,,,,,,Vitesse Arnheim,,,,NONE,,,,,,,,,1.0,STAYED,,,,,eredivisie,,,,,,,,,,,,,,,,1983-11-08,,,,,,42.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,,,,,,,,,5358,,,,112,,,,,,,,,,,,,,,,,,,,2020-2021
,Azbe Jug,,,,,,,,,,,,0.0,,,,,,,,,NK Maribor,,,,NONE,,,,,,,,,,STAYED,,,,,prva_liga,,,,,,,,,,,,,,,,1992-03-03,,,,,,34.0,,,,,0.383098135,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,81,,,,,,,,,,,,,,,,,,,,2024-2025
,Azbe Jug,,,,,,,,,,,,0.0,,,,,,,,,NK Maribor,,,,NONE,,,,,,,,,,STAYED,,,,,prva_liga,,,,,,,,,,,,,,,,1992-03-03,,,,,,34.0,,,,,0.383098135,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,81,,,,,,,,,,,,,,,1.0,,,,,2024-2025
,Azbe Jug,,,,,,,,,,,,0.0,,,,,,,,,NK Maribor,,,,NONE,,,,,,,,,,STAYED,,,,,prva_liga,,,,,,0.1,,,,,,,,,,1992-03-03,,,,,,34.0,,,,,0.383098135,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,81,,,,,,,,,,,,,,,,,,,,2024-2025
,Azbe Jug,,,,,,,,,,,,0.0,,,,,,,,,NK Maribor,,,,NONE,,,,,,,,,,STAYED,,,,,prva_liga,,,,,,0.6,,,,,,,,,,1992-03-03,,,,,,34.0,,,,,0.383098135,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,81,,,,,,,,,,,,,,,,,,,,2024-2025
,Azbe Jug,,,,,,,,,,,,0.0,,,,,,,,,NK Maribor,,,,NONE,,,,,,1.0,,,,STAYED,,,,,prva_liga,,,,,,,,,,,,,,,,1992-03-03,,,,,,34.0,,,,,0.383098135,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,81,,,,,,,,,,,,,,,,,,,,2024-2025
,Azbe Jug,,,,,,,,,,,,0.0,,,,,,,,,NK Maribor,,,,NONE,,,,,,,,1.0,,STAYED,,,,,prva_liga,,,,,,,,,,,,,,,,1992-03-03,,,,,,34.0,,,,,0.383098135,,,,,,,,,,,,,,,,,,,,,,,,,5385,,,,81,,,,,,,,,,,,,,,,,,,,2024-2025
,Luca Unbehaun,,,FC Emmen,,,,,,,,,-0.124659055,,,,,,2024-2025,,0.433012,SC Verl,,,,DOWN,,,,,,,,,,DROPPED,,,,,bundesliga_3,,,,,,,,,,,,,,,,2001-02-27,,,,,,25.0,,,,,0.557671055,,,,,,,,,,,,,,,,,keuken_kampioen_divisie,,,,,,,,5674,,,,32,,,,,,,,,33.0,,,,,,,,,,,2023-2024
,Luca Unbehaun,,,FC Emmen,-0.00249,,,,,,,,-0.124659055,,,,,,2024-2025,,0.433012,SC Verl,,,,DOWN,,,,,,,,,,DROPPED,,,,,bundesliga_3,,,,,,,,,,,,,,,,2001-02-27,,,,,,25.0,,,,,0.557671055,,,,,,,,,,,,,,,,,keuken_kampioen_divisie,,,,,,,,5674,,,,32,,,,,,,,,33.0,,,,,,,,,,,2023-2024
,Luca Unbehaun,,,FC Emmen,,,,,,,,,-0.124659055,,,,,,2024-2025,,0.433012,SC Verl,,,,DOWN,,,,,,,,,,DROPPED,,,,,bundesliga_3,,,,,,,0.5,,,,,,,,,2001-02-27,,,,,,25.0,,,,,0.557671055,,,,,,,,,,,,,,,,,keuken_kampioen_divisie,,,,,,,,5674,,,,32,,,,,,,,,33.0,,,,,,0.5,,,,,2023-2024
,Luca Unbehaun,,,FC Emmen,,,,,,,,,-0.124659055,,,,,,2024-2025,,0.433012,SC Verl,,,,DOWN,,,,,,,,,,DROPPED,,,,,bundesliga_3,,,,,,,,,,,,,,,,2001-02-27,,,,,,25.0,,,,,0.557671055,,,,,,,,,,,,,,,,,keuken_kampioen_divisie,,,,,,,,5674,,,,32,,,,,,,,,33.0,,,,,,1.0,,,,,2023-2024
,Filip Djukic,,,,,,,,,,,,0.0,,,,,,,,,Hvidovre IF,,,,NONE,,,,,,,,,,STAYED,,,,,superligaen,,,,,,,,,,,,,,,,1999-08-06,,,,,,26.0,,,,,0.6607162449999999,,,,,,,,,,,,,,,,,,,,,,,,,5699,,,,25,,,,,,,,,,,,,,,,,,,,2023-2024
,Filip Djukic,,1.0,,,,,,,,,,0.0,,,,,,,,,Hvidovre IF,,,,NONE,,,,,,,,,,STAYED,,,,,superligaen,,,,,,,,,,,,,,,,1999-08-06,,,,,,26.0,,,,,0.6607162449999999,,,,,,,,,,,,,,,,,,,,,,,,,5699,,,,25,,,,,,,,,,,,,,,,,,,,2023-2024
,Filip Djukic,,,,,,,,,,,,0.0,,,,,,,,,Hvidovre IF,,,,NONE,,,,,,,,,,STAYED,,,,,superligaen,,,,,,,,,,,,,,,,1999-08-06,,,,,,26.0,,,,,0.6607162449999999,,,,,,,,,,,,,,,,,,,,,,,,,5699,,,,25,,,,,,,,,,,,,,,0.6,,,,,2023-2024
,João Virgínia,,,Sporting Lissabon,,,,,,,,,-0.0695154099999999,,,,,,2025-2026,,0.622191505,SC Cambuur Leeuwarden,,,,DOWN,,,,,,,,,,DROPPED,,,,,eredivisie,,,,,,,,,,,,,,,,1999-10-10,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,primeira_liga,,,,,,,,5760,,,,17,,,,,,,,,2.0,,,,,,1.0,,,,,2022-2023
,João Virgínia,,,Sporting Lissabon,,,,,,,,,-0.0695154099999999,,,,,,2025-2026,,0.622191505,SC Cambuur Leeuwarden,,,,DOWN,,,,,,,,,,DROPPED,,,,,eredivisie,,,,,,,,,,,,,,,,1999-10-10,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,primeira_liga,,,,,,,,5760,,,,17,,,,,,,,,2.0,,,,,,,,,,,2022-2023
,João Virgínia,,,Sporting Lissabon,,,,,,,,,-0.0695154099999999,,,,,,2025-2026,,0.622191505,SC Cambuur Leeuwarden,,,,DOWN,,,,,,,,,,DROPPED,,,,,eredivisie,,,,,,,,,,,,,,,,1999-10-10,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,1.0,,,,,primeira_liga,,,,,,,,5760,,,,17,,,,,,,,,2.0,,,,,,,,,,,2022-2023
,Maduka Okoye,,,Udinese Calcio,,,,,,,,,0.128293085,,,,,,2024-2025,,0.82,Sparta Rotterdam,,,,UP,,,,,,,,,,PLAYS,,,,,eredivisie,,,,,,,,,,,,,,,,1999-08-28,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,serie_a,,,,,,,,5911,,,,29,,,,,,,,,25.0,,,,,,,,,,,2021-2022
,Maduka Okoye,,,Udinese Calcio,,,,,,,,,0.128293085,,,,,,2024-2025,,0.82,Sparta Rotterdam,,,,UP,,,,,,,,1.0,,PLAYS,,,,,eredivisie,,,,,,,,,,,,,,,,1999-08-28,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,serie_a,,,,,,,,5911,,,,29,,,,,,,,,25.0,,,,,,,,,,,2021-2022
,Maduka Okoye,,,Udinese Calcio,,,,,,,,,0.128293085,,,,,,2024-2025,,0.82,Sparta Rotterdam,,,,UP,,,,,,,,,,PLAYS,,,,,eredivisie,,,,,,0.2,,,,,,,,,,1999-08-28,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,serie_a,,,,,,,,5911,,,,29,,,,,,,,,25.0,,,,,,,,,,,2021-2022
,Maduka Okoye,,,Udinese Calcio,,,,,,,,,0.128293085,,,,,,2024-2025,,0.82,Sparta Rotterdam,,,,UP,,,,,,,,,,PLAYS,,,,,eredivisie,,,,,,,,,,,,,,,,1999-08-28,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,serie_a,1.0,,,,,,,5911,,,,29,,,,,,,,,25.0,,,,,,,,,,,2021-2022
,Maduka Okoye,,,Udinese Calcio,,,,,,,,,0.128293085,,,,,,2024-2025,,0.82,Sparta Rotterdam,,,,UP,,,,,,,,,,PLAYS,,1.0,,,eredivisie,,,,,,,,,,,,,,,,1999-08-28,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,serie_a,,,,,,,,5911,,,,29,,,,,,,,,25.0,,,,,,,,,,,2021-2022
,Maduka Okoye,,1.0,Udinese Calcio,,,,,,,,,0.128293085,,,,,,2024-2025,,0.82,Sparta Rotterdam,,,,UP,,,,,,,,,,PLAYS,,,,,eredivisie,,,,,,,,,,,,,,,,1999-08-28,,,,,,26.0,,,,,0.6917069149999999,,,,,,,,,,,,,,,,,serie_a,,,,,,,,5911,,,,29,,,,,,,,,25.0,,,,,,,,,,,2021-2022
,Maduka Okoye,,,Udinese Calcio,,,,,,,,,0.128293085,,,,,,2024-2025,,0.82,Sparta Rotterdam,,,,UP,,,,,,,,,,PLAYS,,,,,eredivisie,,,,,,,,,,,,,,,,1999-08-28,,,,,,26.0,,,,,0.6917069149999999,,,,1.0,,,,,,,,,,,,,serie_a,1.0,,,,,,,5911,,,,29,,,,,,,,,25.0,,,,,,,,,,,2021-2022
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,,,,,,2024-2025
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,,,,,0.34851325,,,,1.0,,,,,,,,,,,,,belgian_pro_league,1.0,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,1.0,,,,,2024-2025
,Brent Gabriël,,1.0,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,,,,,,2024-2025
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,1.0,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,,,,,,2024-2025
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,1.0,,,,,2024-2025
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,2.6,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,,,,,,2024-2025
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,1.0,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,,,,,,2024-2025
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,-0.000444,,,,,,27.0,,,,,,,,,,,2024-2025
,Brent Gabriël,,,SV Zulte Waregem,,,,,,,,,0.32255824,,,,,,2025-2026,,0.67107149,KSC Lokeren-Temse,,,,UP,,,,,,,,,,PLAYS,,,,,challenger_pro_league,,,,,,,,,,,,,,,,1999-01-27,,,,,,27.0,1.0,,,,0.34851325,,,,,,,,,,,,,,,,,belgian_pro_league,,,,,,,,5937,,,,32,,,,,,,,,27.0,,,,,,,,,,,2024-2025
,Michael Luyambula,,,,,,,,,,,,0.0,,,,,,,,,Wuppertaler SV,,,,NONE,,,,,,,,,,STAYED,,,,,regionalliga_west,,,,,,,,,,,,,,,,1999-06-08,,,,,,26.0,,,,,0.37057419,,,,,,,,,,,,,,,,,,,,,,,,,6073,,,,44,,,,,,,,,,,,,,,,,,,,2024-2025
,Michael Luyambula,,,,,,,,,,,,0.0,,,,,,,,,Wuppertaler SV,,,,NONE,,,,,,,,,,STAYED,,,,,regionalliga_west,,,,,,,,,,,,,,,,1999-06-08,,,,,,26.0,,,,,0.37057419,,,,,,,,,,,,,,,,,,,,,,,,,6073,,,,44,,,,,,,,,,,,,,,1.0,,,,,2024-2025
,Franz Langhoff,,,Türkspor Dortmund,,,,,,,,,-0.0350938049999999,,,,,,2024-2025,,0.37057419,KSV Hessen Kassel,,,,DOWN,,,,,,,,,,DROPPED,,,,,regionalliga_suedwest,,,,,,,,,,,,,,,,1999-10-20,,,,,,26.0,,,,,0.405667995,,,,,,,,,,,,,,,,,regionalliga_west,,,,,,,,6196,,,,34,,,,,,,,,6.0,,,,,,,,,,,2023-2024
